site_ID,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,VARIETY,MAJORITY,MAJORITY_COUNT,MAJORITY_PERCENT,MINORITY,MINORITY_COUNT,MINORITY_PERCENT,MEDIAN,PCT90
561_336,193,475.000000000000000,427500.000000000000000,1,1,0,1.000000000000000,0.000000000000000,475.000000000000000,1,1,475,2.6591001,1,475,2.6591001,1,1
465_496,194,1224.000000000000000,1101600.000000000000000,1,1,0,1.000000000000000,0.000000000000000,1224.000000000000000,1,1,1224,6.7976999,1,1224,6.7976999,1,1
107_404,195,326.000000000000000,293400.000000000000000,1,1,0,1.000000000000000,0.000000000000000,326.000000000000000,1,1,326,1.7890000,1,326,1.7890000,1,1
552_350,196,563.000000000000000,506700.000000000000000,1,1,0,1.000000000000000,0.000000000000000,563.000000000000000,1,1,563,3.0919001,1,563,3.0919001,1,1
405_278,197,23.000000000000000,20700.000000000000000,1,1,0,1.000000000000000,0.000000000000000,23.000000000000000,1,1,23,0.4733000,1,23,0.4733000,1,1
109_1,198,483.000000000000000,434700.000000000000000,1,1,0,1.000000000000000,0.000000000000000,483.000000000000000,1,1,483,3.0092001,1,483,3.0092001,1,1
141_172,202,1405.000000000000000,1264500.000000000000000,1,1,0,1.000000000000000,0.000000000000000,1405.000000000000000,1,1,1405,7.7202001,1,1405,7.7202001,1,1
453_505,204,324.000000000000000,291600.000000000000000,1,1,0,1.000000000000000,0.000000000000000,324.000000000000000,1,1,324,1.8552001,1,324,1.8552001,1,1
559_352,205,446.000000000000000,401400.000000000000000,1,1,0,1.000000000000000,0.000000000000000,446.000000000000000,1,1,446,3.4681001,1,446,3.4681001,1,1
87_394,206,634.000000000000000,570600.000000000000000,1,1,0,1.000000000000000,0.000000000000000,634.000000000000000,1,1,634,3.6533000,1,634,3.6533000,1,1
450_647,207,597.000000000000000,537300.000000000000000,1,1,0,1.000000000000000,0.000000000000000,597.000000000000000,1,1,597,3.8591001,1,597,3.8591001,1,1
606_355,209,515.000000000000000,463500.000000000000000,1,1,0,1.000000000000000,0.000000000000000,515.000000000000000,1,1,515,2.9890001,1,515,2.9890001,1,1
352_262,210,1015.000000000000000,913500.000000000000000,1,1,0,1.000000000000000,0.000000000000000,1015.000000000000000,1,1,1015,6.2045002,1,1015,6.2045002,1,1
39_383,212,618.000000000000000,556200.000000000000000,1,1,0,1.000000000000000,0.000000000000000,618.000000000000000,1,1,618,3.3928001,1,618,3.3928001,1,1
364_616,214,1670.000000000000000,1503000.000000000000000,1,1,0,1.000000000000000,0.000000000000000,1670.000000000000000,1,1,1670,9.3836002,1,1670,9.3836002,1,1
365_127,215,694.000000000000000,624600.000000000000000,1,1,0,1.000000000000000,0.000000000000000,694.000000000000000,1,1,694,3.9324999,1,694,3.9324999,1,1
510_320,216,365.000000000000000,328500.000000000000000,1,1,0,1.000000000000000,0.000000000000000,365.000000000000000,1,1,365,3.1612999,1,365,3.1612999,1,1
